,Series,Key,Description
128,SBN2024,PDPOSGSC-G21,U.S. TREASURY SECURITIES (EXCLUDING TIPS): COUPONS DUE IN MORE THAN 21 YEARS - OUTRIGHT POSITIONS LONG - U.S. TREASURY SECURITIES (EXCLUDING TIPS): COUPONS DUE IN MORE THAN 21 YEARS - OUTRIGHT POSITIONS SHORT
129,SBN2024,PDPOSGS-B,U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) BILLS: DEALER POSITION - LONG. - U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) BILLS : DEALER POSITION - SHORT.
130,SBN2024,PDPOSGSC-L2,U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) COUPONS DUE IN LESS THAN OR EQUAL TO 2 YEARS : DEALER POSITION - LONG. - U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) COUPONS DUE IN LESS THAN OR EQUAL TO 2 YEARS : DEALER POSITION - SHORT.
131,SBN2024,PDPOSGSC-G2L3,U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) COUPONS DUE IN MORE THAN 2 YEARS BUT LESS THAN OR EQUAL TO 3 YEARS : DEALER POSITION - LONG. - U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) COUPONS DUE IN MORE THAN 2 YEARS BUT LESS THAN OR EQUAL TO 3 YEARS : DEALER POSITION - SHORT.
132,SBN2024,PDPOSGSC-G3L6,U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) COUPONS DUE IN MORE THAN 3 YEARS BUT LESS THAN OR EQUAL TO 6 YEARS : DEALER POSITION - LONG. - U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) COUPONS DUE IN MORE THAN 3 YEARS BUT LESS THAN OR EQUAL TO 6 YEARS : DEALER POSITION - SHORT.
133,SBN2024,PDPOSGSC-G6L7,U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) COUPONS DUE IN MORE THAN 6 YEARS BUT LESS THAN OR EQUAL TO 7 YEARS : DEALER POSITION - LONG. - U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) COUPONS DUE IN MORE THAN 6 YEARS BUT LESS THAN OR EQUAL TO 7 YEARS : DEALER POSITION - SHORT.
134,SBN2024,PDPOSGSC-G7L11,U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) COUPONS DUE IN MORE THAN 7 YEARS BUT LESS THAN OR EQUAL TO 11 YEARS : DEALER POSITION - LONG. - U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) COUPONS DUE IN MORE THAN 7 YEARS BUT LESS THAN OR EQUAL TO 11 YEARS : DEALER POSITION - SHORT.
135,SBN2024,PDPOSABS-ALBC,ASSET-BACKED SECURITIES: AUTOMOBILE LOAN-BACKED SECURITIES: DEALER POSITION - LONG. + ASSET-BACKED SECURITIES: AUTOMOBILE LOAN-BACKED SECURITIES: DEALER POSITION - SHORT. - Change From Previous Week
136,SBN2024,PDPOSABS-CCBC,ASSET-BACKED SECURITIES: CREDIT CARD-BACKED SECURITIES: DEALER POSITION - LONG. + ASSET-BACKED SECURITIES: CREDIT CARD-BACKED SECURITIES: DEALER POSITION - SHORT. - Change From Previous Week
137,SBN2024,PDPOSABS-OABC,ASSET-BACKED SECURITIES: OTHER ASSET-BACKED SECURITIES: DEALER POSITION - LONG. + ASSET-BACKED SECURITIES: OTHER ASSET-BACKED SECURITIES: DEALER POSITION - SHORT. - Change From Previous Week
138,SBN2024,PDPOSABS-SLBC,ASSET-BACKED SECURITIES: STUDENT LOAN-BACKED SECURITIES: DEALER POSITION - LONG. + ASSET-BACKED SECURITIES: STUDENT LOAN-BACKED SECURITIES IN SHORT POSITION. - Change From Previous Week
139,SBN2024,PDPOSABS-TOTC,Total - ASSET-BACKED SECURITIES: CREDIT CARD-BACKED SECURITIES: DEALER POSITION - LONG. + ASSET-BACKED SECURITIES: CREDIT CARD-BACKED SECURITIES: DEALER POSITION - SHORT. - Change From Previous Week
140,SBN2024,PDPOSCSBND-BELG10C,CORPORATE SECURITIES BELOW INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 10 YEARS: DEALER POSITION - LONG. + CORPORATE SECURITIES BELOW INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 10 YEARS: DEALER POSITION -SHORT. - Change From Previous Week
141,SBN2024,PDPOSCSBND-BELG13C,CORPORATE SECURITIES BELOW INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 13 MONTHS BUT LESS THAN OR EQUAL TO 5 YEARS: DEALER POSITION -LONG. + CORPORATE SECURITIES BELOW INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 13 MONTHS BUT LESS THAN OR EQUAL TO 5 YEARS: DEALER POSITION -SHORT. - Change From Previous Week
142,SBN2024,PDPOSCSBND-BELG5L10C,CORPORATE SECURITIES BELOW INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 5 YEARS BUT LESS THAN OR EQUAL TO 10 YEARS: DEALER POSITION - LONG. + CORPORATE SECURITIES BELOW INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 5 YEARS BUT LESS THAN OR EQUAL TO 10 YEARS: DEALER POSITION -SHORT. - Change From Previous Week
143,SBN2024,PDPOSCSBND-BELL13C,CORPORATE SECURITIES BELOW INVESTMENT GRADE DUE IN LESS THAN OR EQUAL TO 13 MONTHS: DEALER POSITION - LONG. + CORPORATE SECURITIES BELOW INVESTMENT GRADE DUE IN LESS THAN OR EQUAL TO 13 MONTHS: DEALER POSITION - SHORT. - Change From Previous Week
144,SBN2024,PDPOSCSBND-G10C,CORPORATE SECURITIES INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 10 YEARS: DEALER POSITION - LONG. + CORPORATE SECURITIES INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 10 YEARS: DEALER POSITION - SHORT. - Change From Previous Week
145,SBN2024,PDPOSCSBND-G13C,CORPORATE SECURITIES: INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 13 MONTHS BUT LESS THAN OR EQUAL TO 5 YEARS: DEALER POSITION - LONG. + CORPORATE SECURITIES INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 13 MONTHS BUT LESS THAN OR EQUAL TO 5 YEARS: DEALER POSITION - SHORT. - Change From Previous Week
146,SBN2024,PDPOSCSBND-G5L10C,CORPORATE SECURITIES INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 5 YEARS BUT LESS THAN OR EQUAL TO 10 YEARS: DEALER POSITION - LONG. + CORPORATE SECURITIES INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 5 YEARS BUT LESS THAN OR EQUAL TO 10 YEARS: DEALER POSITION -SHORT. - Change From Previous Week
147,SBN2024,PDPOSCSBND-L13C,"CORPORATE SECURITIES: INVESTMENT GRADE BONDS, NOTES AND DEBENTURES DUE IN LESS THAN OR EQUAL TO 13 MONTHS: DEALER POSITION - LONG. + CORPORATE SECURITIES: INVESTMENT GRADE BONDS, NOTES AND DEBENTURES DUE IN LESS THAN OR EQUAL TO 13 MONTHS: DEALER POSITION - SHORT. - Change From Previous Week"
148,SBN2024,PDPOSCSCPC,CORPORATE SECURITIES: COMMERCIAL PAPER: DEALER POSITION - LONG. + CORPORATE SECURITIES: COMMERCIAL PAPER: DEALER POSITION - SHORT. - Change From Previous Week
149,SBN2024,PDPOSCS-TOTC,Total - CORPORATE SECURITIES: COMMERCIAL PAPER: DEALER POSITION - LONG. + CORPORATE SECURITIES: COMMERCIAL PAPER: DEALER POSITION - SHORT. - Change From Previous Week
150,SBN2024,PDPOSFGS-CC,FEDERAL AGENCY AND GSE SECURITIES (EXCLUDING MBS) - COUPONS: DEALER POSITION - LONG + FEDERAL AGENCY AND GSE SECURITIES (EXCLUDING MBS) - COUPONS : DEALER POSITION - SHORT - Change From Previous Week
151,SBN2024,PDPOSFGS-DNC,FEDERAL AGENCY AND GSE SECURITIES (EXCLUDING MBS) - DISCOUNT NOTES: DEALER POSITION - LONG + FEDERAL AGENCY AND GSE SECURITIES (EXCLUDING MBS) - DISCOUNT NOTES: DEALER POSITION - SHORT - Change From Previous Week
152,SBN2024,PDPOSFGS-TOTC,Total - FEDERAL AGENCY AND GSE SECURITIES (EXCLUDING MBS) - DISCOUNT NOTES: DEALER POSITION - LONG + FEDERAL AGENCY AND GSE SECURITIES (EXCLUDING MBS) - DISCOUNT NOTES: DEALER POSITION - SHORT - Change From Previous Week
153,SBN2024,PDPOSGS-BC,U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) BILLS: DEALER POSITION - LONG. + U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) BILLS : DEALER POSITION - SHORT. - Change From Previous Week
154,SBN2024,PDPOSGS-BFRNC,FLOATING RATE NOTES: DEALER POSITION - LONG. + FLOATING RATE NOTES: DEALER POSITION - SHORT. - Change From Previous Week
155,SBN2024,PDPOSGSC-G11L21C,U.S. TREASURY SECURITIES (EXCLUDING TIPS): COUPONS DUE IN MORE THAN 11 YEARS BUT LESS THAN OR EQUAL TO 21 YEARS - OUTRIGHT POSITIONS LONG + U.S. TREASURY SECURITIES (EXCLUDING TIPS): COUPONS DUE IN MORE THAN 11 YEARS BUT LESS THAN OR EQUAL TO 21 YEARS - OUTRIGHT POSITIONS SHORT - Change From Previous Week
156,SBN2024,PDPOSGSC-G21C,U.S. TREASURY SECURITIES (EXCLUDING TIPS): COUPONS DUE IN MORE THAN 21 YEARS - OUTRIGHT POSITIONS LONG + U.S. TREASURY SECURITIES (EXCLUDING TIPS): COUPONS DUE IN MORE THAN 21 YEARS - OUTRIGHT POSITIONS SHORT - Change From Previous Week
157,SBN2024,PDPOSGSC-G2L3C,U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) COUPONS DUE IN MORE THAN 2 YEARS BUT LESS THAN OR EQUAL TO 3 YEARS : DEALER POSITION - LONG. + U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) COUPONS DUE IN MORE THAN 2 YEARS BUT LESS THAN OR EQUAL TO 3 YEARS : DEALER POSITION - SHORT. - Change From Previous Week
158,SBN2024,PDPOSGSC-G3L6C,U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) COUPONS DUE IN MORE THAN 3 YEARS BUT LESS THAN OR EQUAL TO 6 YEARS : DEALER POSITION - LONG. + U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) COUPONS DUE IN MORE THAN 3 YEARS BUT LESS THAN OR EQUAL TO 6 YEARS : DEALER POSITION - SHORT. - Change From Previous Week
159,SBN2024,PDPOSGSC-G6L7C,U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) COUPONS DUE IN MORE THAN 6 YEARS BUT LESS THAN OR EQUAL TO 7 YEARS : DEALER POSITION - LONG. + U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) COUPONS DUE IN MORE THAN 6 YEARS BUT LESS THAN OR EQUAL TO 7 YEARS : DEALER POSITION - SHORT. - Change From Previous Week
160,SBN2024,PDPOSGSC-G7L11C,U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) COUPONS DUE IN MORE THAN 7 YEARS BUT LESS THAN OR EQUAL TO 11 YEARS : DEALER POSITION - LONG. + U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) COUPONS DUE IN MORE THAN 7 YEARS BUT LESS THAN OR EQUAL TO 11 YEARS : DEALER POSITION - SHORT. - Change From Previous Week
161,SBN2024,PDPOSGSC-L2C,U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) COUPONS DUE IN LESS THAN OR EQUAL TO 2 YEARS : DEALER POSITION - LONG. + U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) COUPONS DUE IN LESS THAN OR EQUAL TO 2 YEARS : DEALER POSITION - SHORT. - Change From Previous Week
162,SBN2024,PDPOSGST-TOTC,Total - U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) BILLS: DEALER POSITION - LONG. + U.S. TREASURY SECURITIES (EXCLUDING TREASURY INFLATION-PROTECTED SECURITIES (TIPS)) BILLS : DEALER POSITION - SHORT. - Change From Previous Week
163,SBN2024,PDPOSMBSFGS-CC,MORTGAGE-BACKED SECURITIES - FEDERAL AGENCY AND GSE CMBS: DEALER POSITION - LONG + MORTGAGE-BACKED SECURITIES - FEDERAL AGENCY AND GSE CMBS: DEALER POSITION - SHORT - Change From Previous Week
164,SBN2024,PDPOSMBSFGS-ORC,MORTGAGE-BACKED SECURITIES - ALL OTHER FEDERAL AGENCY AND GSE RESIDENTIAL MBS: DEALER POSITION - LONG + MORTGAGE-BACKED SECURITIES - ALL OTHER FEDERAL AGENCY AND GSE RESIDENTIAL MBS: DEALER POSITION - SHORT - Change From Previous Week
165,SBN2024,PDPOSMBSFGS-STC,"Mortgage-backed Securities: Federal Agency and GSE MBS: Specified pools - Outright Positions, Long + Mortgage-backed Securities: Federal Agency and GSE MBS: Specified pools - Outright Positions, Short - Change From Previous Week"
166,SBN2024,PDPOSMBSFGS-TBAC," Mortgage-backed Securities: Federal Agency and GSE MBS: TBAs - Outright Positions, Long + Mortgage-backed Securities: Federal Agency and GSE MBS: TBAs - Outright Positions, Short - Change From Previous Week"
167,SBN2024,PDPOSMBSNA-OC,MORTGAGE-BACKED SECURITIES - NON-AGENCY OTHER CMBS : DEALER POSITION - LONG + MORTGAGE-BACKED SECURITIES - NON-AGENCY OTHER CMBS : DEALER POSITION - SHORT - Change From Previous Week
168,SBN2024,PDPOSMBSNA-RC,MORTGAGE-BACKED SECURITIES - NON-AGENCY RESIDENTIAL MBS : DEALER POSITION - LONG + MORTGAGE-BACKED SECURITIES - NON-AGENCY RESIDENTIAL MBS : DEALER POSITION - SHORT - Change From Previous Week
169,SBN2024,PDPOSMBS-TOTC,"Total - Mortgage-backed Securities: Federal Agency and GSE MBS: TBAs - Outright Positions, Long + Mortgage-backed Securities: Federal Agency and GSE MBS: TBAs - Outright Positions, Short - Change From Previous Week"
170,SBN2024,PDPOSSMGO-G10C,STATE AND MUNICIPAL GOVERNMENT OBLIGATIONS DUE IN MORE THAN 10 YEARS: DEALER POSITION - LONG. + STATE AND MUNICIPAL GOVERNMENT OBLIGATIONS DUE IN MORE THAN 10 YEARS: DEALER POSITION - SHORT. - Change From Previous Week
171,SBN2024,PDPOSSMGO-G13C,STATE AND MUNICIPAL GOVERNMENT OBLIGATIONS DUE IN MORE THAN 13 MONTHS BUT LESS THAN OR EQUAL TO 5 YEARS: DEALER POSITION - LONG. + STATE AND MUNICIPAL GOVERNMENT OBLIGATIONS DUE IN MORE THAN 13 MONTHS BUT LESS THAN OR EQUAL TO 5 YEARS: DEALER POSITION - SHORT. - Change From Previous Week
172,SBN2024,PDPOSSMGO-G5L10C,STATE AND MUNICIPAL GOVERNMENT OBLIGATIONS DUE IN MORE THAN 5 YEARS BUT LESS THAN OR EQUAL TO 10 YEARS: DEALER POSITION - LONG. + STATE AND MUNICIPAL GOVERNMENT OBLIGATIONS DUE IN MORE THAN 5 YEARS BUT LESS THAN OR EQUAL TO 10 YEARS: DEALER POSITION - SHORT. - Change From Previous Week
173,SBN2024,PDPOSSMGO-L13C,STATE AND MUNICIPAL GOVERNMENT OBLIGATIONS DUE IN LESS THAN OR EQUAL TO 13 MONTHS: DEALER POSITION - LONG. + STATE AND MUNICIPAL GOVERNMENT OBLIGATIONS DUE IN LESS THAN OR EQUAL TO 13 MONTHS: DEALER POSITION - SHORT. - Change From Previous Week
174,SBN2024,PDPOSSMGO-TOTC,Total - STATE AND MUNICIPAL GOVERNMENT OBLIGATIONS DUE IN LESS THAN OR EQUAL TO 13 MONTHS: DEALER POSITION - LONG. + STATE AND MUNICIPAL GOVERNMENT OBLIGATIONS DUE IN LESS THAN OR EQUAL TO 13 MONTHS: DEALER POSITION - SHORT. - Change From Previous Week
175,SBN2024,PDPOSSMGO-VRDC,STATE AND MUNICIPAL GOVERNMENT OBLIGATIONS VARIABLE RATE DEMAND NOTES: DEALER POSITION - LONG. + STATE AND MUNICIPAL GOVERNMENT OBLIGATIONS VARIABLE RATE DEMAND NOTES: DEALER POSITION - SHORT. - Change From Previous Week
176,SBN2024,PDPOSTIPS-G11C,U.S. TREASURY INFLATION-PROTECTED SECURITIES (TIPS) DUE IN MORE THAN 11 YEARS : DEALER POSITION - LONG. + U.S. TREASURY INFLATION-PROTECTED SECURITIES (TIPS) DUE IN MORE THAN 11 YEARS : DEALER POSITION - SHORT. - Change From Previous Week
177,SBN2024,PDPOSTIPS-G2C,U.S. TREASURY INFLATION-PROTECTED SECURITIES (TIPS) DUE IN MORE THAN 2 YEARS BUT LESS THAN OR EQUAL TO 6 YEARS : DEALER POSITION - LONG. + U.S. TREASURY INFLATION-PROTECTED SECURITIES (TIPS) DUE IN MORE THAN 2 YEARS BUT LESS THAN OR EQUAL TO 6 YEARS : DEALER POSITION - SHORT. - Change From Previous Week
178,SBN2024,PDPOSTIPS-G6L11C,U.S. TREASURY INFLATION-PROTECTED SECURITIES (TIPS) DUE IN MORE THAN 6 YEARS BUT LESS THAN OR EQUAL TO 11 YEARS : DEALER POSITION - LONG. + U.S. TREASURY INFLATION-PROTECTED SECURITIES (TIPS) DUE IN MORE THAN 6 YEARS BUT LESS THAN OR EQUAL TO 11 YEARS : DEALER POSITION - SHORT. - Change From Previous Week
179,SBN2024,PDPOSTIPS-L2C,U.S. TREASURY INFLATION-PROTECTED SECURITIES (TIPS) DUE IN LESS THAN OR EQUAL TO 2 YEARS : DEALER POSITION - LONG. + U.S. TREASURY INFLATION-PROTECTED SECURITIES (TIPS) DUE IN LESS THAN OR EQUAL TO 2 YEARS : DEALER POSITION - SHORT. - Change From Previous Week
180,SBN2024,PDTRCSIND-L13,"CORPORATE SECURITIES: INVESTMENT GRADE BONDS, NOTES AND DEBENTURES DUE IN LESS THAN OR EQUAL TO 13 MONTHS - DEALER TRANSACTIONS WITH INTER-DEALER BROKERS. + CORPORATE SECURITIES: INVESTMENT GRADE BONDS, NOTES AND DEBENTURES DUE IN LESS THAN OR EQUAL TO 13 MONTHS - DEALER TRANSACTIONS WITH OTHER."
181,SBN2024,PDTRAB-ALB,ASSET-BACKED SECURITIES: AUTOMOBILE LOAN-BACKED SECURITIES - DEALER TRANSACTIONS WITH INTER-DEALER BROKERS. + ASSET-BACKED SECURITIES: AUTOMOBILE LOAN-BACKED SECURITIES - DEALER TRANSACTIONS WITH OTHER.
182,SBN2024,PDTRAB-CC,ASSET-BACKED SECURITIES: CREDIT CARD-BACKED SECURITIES - DEALER TRANSACTIONS WITH INTER-DEALER BROKERS. + ASSET-BACKED SECURITIES: CREDIT CARD-BACKED SECURITIES - DEALER TRANSACTIONS WITH OTHER.
183,SBN2024,PDIDBAB,ASSET-BACKED SECURITIES: CREDIT CARD-BACKED SECURITIES - DEALER TRANSACTIONS WITH INTER-DEALER BROKERS. + ASSET-BACKED SECURITIES: STUDENT LOAN-BACKED SECURITIES - DEALER TRANSACTIONS WITH INTER-DEALER BROKERS. + ASSET-BACKED SECURITIES: AUTOMOBILE LOAN-BACKED SECURITIES - DEALER TRANSACTIONS WITH INTER-DEALER BROKERS. + ASSET-BACKED SECURITIES: OTHER ASSET-BACKED SECURITIES - DEALER TRANSACTIONS WITH INTER-DEALER BROKERS.
184,SBN2024,PDWOAB,ASSET-BACKED SECURITIES: CREDIT CARD-BACKED SECURITIES - DEALER TRANSACTIONS WITH OTHER. + ASSET-BACKED SECURITIES: STUDENT LOAN-BACKED SECURITIES - DEALER TRANSACTIONS WITH OTHERS. + ASSET-BACKED SECURITIES: AUTOMOBILE LOAN-BACKED SECURITIES - DEALER TRANSACTIONS WITH OTHER. + ASSET-BACKED SECURITIES: OTHER ASSET-BACKED SECURITIES - DEALER TRANSACTIONS WITH OTHER.
185,SBN2024,PDTRAB-OAB,ASSET-BACKED SECURITIES: OTHER ASSET-BACKED SECURITIES - DEALER TRANSACTIONS WITH INTER-DEALER BROKERS. + ASSET-BACKED SECURITIES: OTHER ASSET-BACKED SECURITIES - DEALER TRANSACTIONS WITH OTHER.
186,SBN2024,PDTRAB-SLB,ASSET-BACKED SECURITIES: STUDENT LOAN-BACKED SECURITIES - DEALER TRANSACTIONS WITH INTER-DEALER BROKERS. + ASSET-BACKED SECURITIES: STUDENT LOAN-BACKED SECURITIES - DEALER TRANSACTIONS WITH OTHERS.
187,SBN2024,PDTRCSIND-BELG10,CORPORATE SECURITIES BELOW INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 10 YEARS: DEALER TRANSACTIONS WITH INTER-DEALER BROKERS. + CORPORATE SECURITIES BELOW INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 10 YEARS: DEALER TRANSACTIONS WITH OTHERS.
188,SBN2024,PDTRCSIND-BELG13,CORPORATE SECURITIES BELOW INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 13 MONTHS BUT LESS THAN OR EQUAL TO 5 YEARS: DEALER TRANSACTIONS WITH INTER-DEALER BROKERS. + CORPORATE SECURITIES BELOW INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 13 MONTHS BUT LESS THAN OR EQUAL TO 5 YEARS: DEALER TRANSACTIONS WITH OTHERS.
189,SBN2024,PDTRCSIND-BELG5L10,CORPORATE SECURITIES BELOW INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 5 YEARS BUT LESS THAN OR EQUAL TO 10 YEARS: DEALER TRANSACTIONS WITH INTER-DEALER BROKERS. + CORPORATE SECURITIES BELOW INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 5 YEARS BUT LESS THAN OR EQUAL TO 10 YEARS: DEALER TRANSACTIONS WITH OTHERS.
190,SBN2024,PDTRCSIND-BELL13,CORPORATE SECURITIES BELOW INVESTMENT GRADE DUE IN LESS THAN OR EQUAL TO 13 MONTHS: DEALER TRANSACTIONS WITH INTER-DEALER BROKERS. + CORPORATE SECURITIES BELOW INVESTMENT GRADE DUE IN LESS THAN OR EQUAL TO 13 MONTHS: DEALER TRANSACTIONS WITH OTHERS.
191,SBN2024,PDTRCSIND-G10,CORPORATE SECURITIES INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 10 YEARS: DEALER TRANSACTIONS WITH INTER-DEALER BROKERS. + CORPORATE SECURITIES INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 10 YEARS: DEALER TRANSACTIONS WITH OTHERS.
192,SBN2024,PDTRCSIND-G5L10,CORPORATE SECURITIES INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 5 YEARS BUT LESS THAN OR EQUAL TO 10 YEARS: DEALER TRANSACTIONS WITH INTER-DEALER BROKERS. + CORPORATE SECURITIES INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 5 YEARS BUT LESS THAN OR EQUAL TO 10 YEARS: DEALER TRANSACTIONS WITH OTHERS.
193,SBN2024,PDWOCS,"CORPORATE SECURITIES: COMMERCIAL PAPER - DEALER TRANSACTIONS WITH OTHER. + CORPORATE SECURITIES: INVESTMENT GRADE BONDS, NOTES AND DEBENTURES DUE IN LESS THAN OR EQUAL TO 13 MONTHS - DEALER TRANSACTIONS WITH OTHER. + CORPORATE SECURITIES INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 13 MONTHS BUT LESS THAN OR EQUAL TO 5 YEARS: DEALER TRANSACTIONS WITH OTHERS. + CORPORATE SECURITIES INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 5 YEARS BUT LESS THAN OR EQUAL TO 10 YEARS: DEALER TRANSACTIONS WITH OTHERS. + CORPORATE SECURITIES INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 10 YEARS: DEALER TRANSACTIONS WITH OTHERS. + CORPORATE SECURITIES BELOW INVESTMENT GRADE DUE IN LESS THAN OR EQUAL TO 13 MONTHS: DEALER TRANSACTIONS WITH OTHERS. + CORPORATE SECURITIES BELOW INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 13 MONTHS BUT LESS THAN OR EQUAL TO 5 YEARS: DEALER TRANSACTIONS WITH OTHERS. + CORPORATE SECURITIES BELOW INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 5 YEARS BUT LESS THAN OR EQUAL TO 10 YEARS: DEALER TRANSACTIONS WITH OTHERS. + CORPORATE SECURITIES BELOW INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 10 YEARS: DEALER TRANSACTIONS WITH OTHERS."
194,SBN2024,PDIDBCS,"CORPORATE SECURITIES: COMMERCIAL PAPER - TRANSACTIONS WITH INTER-DEALER BROKERS. + CORPORATE SECURITIES: INVESTMENT GRADE BONDS, NOTES AND DEBENTURES DUE IN LESS THAN OR EQUAL TO 13 MONTHS - DEALER TRANSACTIONS WITH INTER-DEALER BROKERS. + CORPORATE SECURITIES: INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 13 MONTHS BUT LESS THAN OR EQUAL TO 5 YEARS: DEALER TRANSACTIONS WITH INTER-DEALER BROKERS. + CORPORATE SECURITIES INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 5 YEARS BUT LESS THAN OR EQUAL TO 10 YEARS: DEALER TRANSACTIONS WITH INTER-DEALER BROKERS. + CORPORATE SECURITIES INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 10 YEARS: DEALER TRANSACTIONS WITH INTER-DEALER BROKERS. + CORPORATE SECURITIES BELOW INVESTMENT GRADE DUE IN LESS THAN OR EQUAL TO 13 MONTHS: DEALER TRANSACTIONS WITH INTER-DEALER BROKERS. + CORPORATE SECURITIES BELOW INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 13 MONTHS BUT LESS THAN OR EQUAL TO 5 YEARS: DEALER TRANSACTIONS WITH INTER-DEALER BROKERS. + CORPORATE SECURITIES BELOW INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 5 YEARS BUT LESS THAN OR EQUAL TO 10 YEARS: DEALER TRANSACTIONS WITH INTER-DEALER BROKERS. + CORPORATE SECURITIES BELOW INVESTMENT GRADE BONDS NOTES AND DEBENTURES DUE IN MORE THAN 10 YEARS: DEALER TRANSACTIONS WITH INTER-DEALER BROKERS."
